d,o,h,l,c,v
20059,14245.0,15050.0,13950.0,14995.0,463
20066,14995.0,14995.0,13000.0,13000.0,622
20073,13900.0,14000.0,13100.0,14000.0,5375
20080,14000.0,14000.0,12860.0,12860.0,2158
20087,12900.0,13920.0,12900.0,12950.0,275
20094,13910.0,14000.0,13700.0,13950.0,1307
20101,13950.0,13950.0,13430.0,13430.0,629
20108,13900.0,13950.0,12865.0,12905.0,991
20115,13000.0,13945.0,13000.0,13500.0,542
20122,13005.0,13950.0,13005.0,13900.0,491
20129,13800.0,14005.0,13100.0,14000.0,446
20136,14945.0,15000.0,14100.0,14995.0,649
20143,15000.0,15000.0,14105.0,15000.0,412
20150,15000.0,15000.0,14800.0,14850.0,963
20157,14850.0,14850.0,14005.0,14800.0,1440
20164,14800.0,14800.0,14010.0,14500.0,414
20171,14300.0,14500.0,14300.0,14400.0,289
20178,14495.0,14500.0,13950.0,14400.0,1214
20185,14400.0,14500.0,14200.0,14400.0,430
20192,14400.0,14400.0,13500.0,14195.0,711
20199,14195.0,14200.0,12955.0,14000.0,780
20206,14000.0,14000.0,13800.0,13800.0,119
20213,13940.0,14995.0,13940.0,14995.0,2241
20220,14995.0,15000.0,13875.0,15000.0,880
20227,15000.0,17200.0,15000.0,17000.0,2775
20234,15750.0,16900.0,15750.0,16900.0,4239
20241,16900.0,16900.0,16205.0,16205.0,575
20248,15750.0,16975.0,15750.0,16300.0,318
20255,16300.0,18490.0,16300.0,18375.0,3887
20262,18375.0,19200.0,16800.0,16815.0,8402
20269,16815.0,19320.0,16815.0,19320.0,462
20276,19320.0,19320.0,17000.0,18275.0,368
20283,19195.0,19320.0,18300.0,18400.0,2330
20290,18400.0,19320.0,18300.0,18600.0,35685
20297,18600.0,19000.0,18005.0,18450.0,724
20304,17500.0,18600.0,17500.0,18600.0,642
20311,18700.0,18700.0,17645.0,17645.0,1495
20318,18595.0,18690.0,17650.0,18690.0,9434
20325,18685.0,18745.0,18500.0,18740.0,623
20332,18740.0,18740.0,18680.0,18690.0,700
20339,18690.0,18690.0,18530.0,18530.0,373
20346,18670.0,18675.0,18665.0,18675.0,419
20353,18675.0,18675.0,18000.0,18450.0,926
20360,18100.0,18450.0,17505.0,17800.0,758
20367,17800.0,19295.0,17800.0,18500.0,675
20374,19300.0,19500.0,17800.0,19500.0,42661
20381,19500.0,19500.0,18000.0,18010.0,536
20388,17800.0,22975.0,17800.0,22975.0,21624
