d,o,h,l,c,v
20423,5525.0,5550.0,5385.0,5385.0,14577
20430,5385.0,5485.0,5385.0,5475.0,13673
20437,5475.0,5475.0,5290.0,5290.0,23429
20444,5250.0,5250.0,5195.0,5195.0,12530
20451,5200.0,5240.0,5150.0,5235.0,14368
20458,5240.0,5240.0,5230.0,5240.0,11397
20465,5240.0,5450.0,5240.0,5450.0,20204
20472,5450.0,5680.0,5450.0,5635.0,16533
20479,5640.0,5640.0,5600.0,5640.0,13862
20486,5750.0,5800.0,5750.0,5800.0,6048
